Sentence,Sentiment
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",neutral
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral
The deal is subject to approval by the Norwegian competition authorities .,neutral
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",neutral
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive
He confirmed his view on July 6 .,neutral
Glencore blames rivals for creating metals glut,negative
Estonia 's beer market overall grew three percent last year to 130 million liters .,positive
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral
The company will also be compensated for acting as a reserve batch plant .,positive
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
$INO back in this am small post,positive
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",neutral
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",positive
"$pcln back over ""up"""" trendline from 10/4""",positive
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",neutral
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive
Autotank Group is part of Aspo 's Systems Division .,neutral
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral
Fortum also has a blocking stake in Northwestern TGK-1 .,neutral
It will report full-year results on August 22 .,neutral
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,neutral
New Credit Suisse boss faces stiff challenge in Asia,negative
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",neutral
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,neutral
"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",positive
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral
"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",positive
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",neutral
FDA approves Shire's Vyvanse for binge-eating disorder,positive
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,negative
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,positive
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,neutral
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",neutral
Long $X 24.62,positive
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative
The pipeline is strong .,positive
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",neutral
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",positive
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",positive
He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,neutral
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",neutral
The figure does not include food exports from Finland .,neutral
They are also upset that some of the machinery and work is taken over to Poland .,neutral
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral
The company distributes Hiab 's products as well as other products .,neutral
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,neutral
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",neutral
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,negative
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",neutral
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral
$CAMT Looks like might break down. I'm out,negative
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,neutral
We are now taking Marimekko there on a distinctly more significant scale .,neutral
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral
"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",neutral
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",negative
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive
Repeats sees 2008 EBITA above 18 pct of sales .,positive
The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",neutral
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",positive
$NFLX and $TSLA making all kinds of gains ðŸ“ˆ,positive
Out of shorts $ALTR at 38.85 with loss,positive
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative
"$FB trend, hits mid 110's and drops",negative
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",neutral
"Several large stocks tacked lower , however .",neutral
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",neutral
"$AMZN trades in mid to upper range. No break out yet, either direction",neutral
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive
Joint procurement will be later extended to the factories in the Baltic countries .,neutral
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",neutral
( The acquisition sum has not been disclosed . ),neutral
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive
"BasWare is headquartered in Espoo , Finland .",neutral
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive
The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,neutral
The Swedish player became majority owner of UCell in mid-2007 .,neutral
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),negative
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive
ND = Not disclosed .,neutral
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,neutral
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",neutral
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,neutral
RSA 's shares closed at 156.9 p at the time of going to press .,neutral
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,positive
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral
$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,positive
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral
ouch looks like $tsla shorts getting skinned again,positive
The first of the two project phases is expected to be completed by the end of 2012 .,neutral
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,positive
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",neutral
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",negative
The passenger tunnel is expected to be put into operation in 2009 .,neutral
Tata Steel working with StanChart for UK unit sale - source,positive
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,positive
"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",neutral
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,negative
"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",neutral
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",positive
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,neutral
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",neutral
The proposed consolidation activities will impact approximately 30 positions .,neutral
Consumption is forecast to grow by about 2 % .,positive
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive
Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,negative
You are warmly welcome !,neutral
Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063 .,neutral
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",neutral
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",neutral
SABMiller revenue hit by weaker EM currencies,negative
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,positive
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral
"Ackman, in email, says supports Valeant CEO Pearson",positive
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,neutral
The bank sees a potential for Getinge share to rise .,positive
Finnish food industry company L+Ã±nnen Tehtaat is planning changes to its fish product business .,neutral
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,negative
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive
Uponor maintains its full-year guidance for 2010 .,neutral
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,neutral
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral
Its 168 asset management experts manage assets worth over EUR 35 billion .,neutral
Tesco leads FTSE higher on Clubcard bid reports,positive
Finnair was able to operate most of its leisure flights despite the strike .,positive
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",negative
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",negative
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative
"no compensation for its news , opinions or distributions .",neutral
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",positive
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral
`` They want my credit card info and my personal details .,neutral
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,positive
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",negative
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",neutral
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral
The operating margin came down to 2.4 % from 5.7 % .,neutral
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral
"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",neutral
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,positive
Merging the two free sheets will clarify the market situation .,neutral
Arena Partners Oy is a development company for electronic business .,neutral
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative
The studies are expected to start in 2008 .,neutral
Net profit in the same period in 2006 was 36.6 million euros .,neutral
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative
The number of magazine and newspaper readers remained unchanged .,neutral
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",neutral
Yvonne Jones is owner of Chameleon Interiors .,neutral
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,neutral
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral
"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",neutral
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",neutral
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",neutral
"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",neutral
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",positive
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative
"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",neutral
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive
$DCTH Near HOD,positive
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,neutral
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,positive
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,neutral
"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",neutral
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",neutral
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative
Incap Furniture is presently negotiating staff cuts .,neutral
$AAPL broke descending channel....will it hold?,neutral
The acquisition is expected to improve access to chrome ore resources in Turkey .,positive
"When this investment is in place , Atria plans to expand into the Moscow market .",neutral
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,positive
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",positive
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,neutral
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",neutral
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive
Why not subscribe to the magazine ?,neutral
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral
It was decided that the auditors are reimbursed according to invoice .,neutral
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,neutral
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,positive
